Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,University,"University of California, Los Angeles",Twitter,0,0.0
What social platform has influenced your online shopping most?,University,"University of California, Los Angeles",None,0,0.0
What social platform has influenced your online shopping most?,University,Wilfred Laurier University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Wilfred Laurier University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Wilfred Laurier University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Wilfred Laurier University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Wilfred Laurier University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of California Riverside,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of California Riverside,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of California Riverside,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of California Riverside,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of California Riverside,None,1,1.0
What social platform has influenced your online shopping most?,University,University of Iowa,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Iowa,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Iowa,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Iowa,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,University of Iowa,None,0,0.0
What social platform has influenced your online shopping most?,University,University of California Irvine,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of California Irvine,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,University of California Irvine,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of California Irvine,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of California Irvine,None,1,0.5
What social platform has influenced your online shopping most?,University,"University of California, Davis",Facebook,0,0.0
What social platform has influenced your online shopping most?,University,"University of California, Davis",Instagram,0,0.0
What social platform has influenced your online shopping most?,University,"University of California, Davis",Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,"University of California, Davis",Twitter,0,0.0
What social platform has influenced your online shopping most?,University,"University of California, Davis",None,2,1.0
What social platform has influenced your online shopping most?,University,University of Waterloo,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Waterloo,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,University of Waterloo,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Waterloo,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Waterloo,None,1,0.5
What social platform has influenced your online shopping most?,University,Grand Valley State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Grand Valley State University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Grand Valley State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Grand Valley State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Grand Valley State University,None,1,1.0
What social platform has influenced your online shopping most?,University,Baylor University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Baylor University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Baylor University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Baylor University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Baylor University,None,1,1.0
What social platform has influenced your online shopping most?,University,Southern Methodist University,Facebook,3,0.214
What social platform has influenced your online shopping most?,University,Southern Methodist University,Instagram,3,0.214
What social platform has influenced your online shopping most?,University,Southern Methodist University,Snapchat,1,0.071
What social platform has influenced your online shopping most?,University,Southern Methodist University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Southern Methodist University,None,7,0.5
What social platform has influenced your online shopping most?,University,Blinn College,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,Blinn College,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Blinn College,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Blinn College,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Blinn College,None,0,0.0
What social platform has influenced your online shopping most?,University,Texas A&M University,Facebook,7,0.2
What social platform has influenced your online shopping most?,University,Texas A&M University,Instagram,11,0.314
What social platform has influenced your online shopping most?,University,Texas A&M University,Snapchat,4,0.114
What social platform has influenced your online shopping most?,University,Texas A&M University,Twitter,3,0.086
What social platform has influenced your online shopping most?,University,Texas A&M University,None,10,0.286
What social platform has influenced your online shopping most?,University,Wellesley College,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Wellesley College,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Wellesley College,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Wellesley College,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Wellesley College,None,1,1.0
What social platform has influenced your online shopping most?,University,Central Washington University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Central Washington University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Central Washington University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Central Washington University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Central Washington University,None,0,0.0
What social platform has influenced your online shopping most?,University,Stellenbosch University,Facebook,1,0.5
What social platform has influenced your online shopping most?,University,Stellenbosch University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Stellenbosch University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Stellenbosch University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Stellenbosch University,None,1,0.5
What social platform has influenced your online shopping most?,University,Universidad Nacional de Costa Rica,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Universidad Nacional de Costa Rica,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Universidad Nacional de Costa Rica,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Universidad Nacional de Costa Rica,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Universidad Nacional de Costa Rica,None,1,1.0
What social platform has influenced your online shopping most?,University,Kennesaw State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Kennesaw State University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Kennesaw State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Kennesaw State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Kennesaw State University,None,0,0.0
What social platform has influenced your online shopping most?,University,Newcastle University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Newcastle University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Newcastle University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Newcastle University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Newcastle University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of West Georgia ,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,University of West Georgia ,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of West Georgia ,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of West Georgia ,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of West Georgia ,None,0,0.0
What social platform has influenced your online shopping most?,University,Azusa Pacific University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Azusa Pacific University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Azusa Pacific University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Azusa Pacific University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Azusa Pacific University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Connecticut,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,University of Connecticut,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Connecticut,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Connecticut,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Connecticut,None,0,0.0
What social platform has influenced your online shopping most?,University,Boston University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Boston University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Boston University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Boston University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Boston University,None,0,0.0
What social platform has influenced your online shopping most?,University,Colorado State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Colorado State University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Colorado State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Colorado State University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Colorado State University,None,0,0.0
What social platform has influenced your online shopping most?,University,Clemson University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Clemson University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Clemson University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Clemson University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Clemson University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Rochester,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Rochester,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,University of Rochester,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Rochester,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Rochester,None,0,0.0
What social platform has influenced your online shopping most?,University,James Madison University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,James Madison University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,James Madison University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,James Madison University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,James Madison University,None,1,1.0
What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,None,1,1.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,None,1,1.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,None,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Texas State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Instagram,1,0.333
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,None,2,0.667
What social platform has influenced your online shopping most?,University,Seton Hall University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Twitter,1,0.5
What social platform has influenced your online shopping most?,University,Seton Hall University,None,1,0.5
What social platform has influenced your online shopping most?,University,Roger Williams University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,None,1,1.0
What social platform has influenced your online shopping most?,University,Elon University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,None,1,1.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,None,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,None,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,None,1,0.5
What social platform has influenced your online shopping most?,University,University of Tampa,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,University of Tampa,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,None,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,None,1,0.5
What social platform has influenced your online shopping most?,University,Baltimore City College,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,None,1,1.0
What social platform has influenced your online shopping most?,University,New York University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,New York University,None,1,1.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,None,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,None,1,0.5
What social platform has influenced your online shopping most?,University,University of Dayton,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,None,1,1.0
What social platform has influenced your online shopping most?,University,UMass Amherst,Facebook,1,0.5
What social platform has influenced your online shopping most?,University,UMass Amherst,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,UMass Amherst,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,UMass Amherst,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,UMass Amherst,None,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Brock University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,None,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Kutztown University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,None,1,1.0
What social platform has influenced your online shopping most?,University,Duke University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Twitter,1,0.5
What social platform has influenced your online shopping most?,University,Duke University,None,1,0.5
What social platform has influenced your online shopping most?,University,Shippensburg University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Shippensburg University,None,0,0.0
What social platform has influenced your online shopping most?,High School,Wisconsin HS,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Wisconsin HS,Instagram,0,0.0
What social platform has influenced your online shopping most?,High School,Wisconsin HS,Snapchat,1,1.0
What social platform has influenced your online shopping most?,High School,Wisconsin HS,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Wisconsin HS,None,0,0.0
What social platform has influenced your online shopping most?,High School,Richland High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Richland High School,Instagram,0,0.0
What social platform has influenced your online shopping most?,High School,Richland High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Richland High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Richland High School,None,1,1.0
What social platform has influenced your online shopping most?,High School,Chaparral High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Chaparral High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,High School,Chaparral High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Chaparral High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Chaparral High School,None,0,0.0
What social platform has influenced your online shopping most?,High School,Medford High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Medford High School,Instagram,0,0.0
What social platform has influenced your online shopping most?,High School,Medford High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Medford High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Medford High School,None,1,1.0
What social platform has influenced your online shopping most?,High School,Cypress Creek High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Cypress Creek High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,High School,Cypress Creek High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Cypress Creek High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Cypress Creek High School,None,0,0.0
What social platform has influenced your online shopping most?,High School,Union High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Union High School,Instagram,0,0.0
What social platform has influenced your online shopping most?,High School,Union High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Union High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Union High School,None,1,1.0
What social platform has influenced your online shopping most?,High School,Gulf Breeze High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Gulf Breeze High School,Instagram,0,0.0
What social platform has influenced your online shopping most?,High School,Gulf Breeze High School,Snapchat,1,1.0
What social platform has influenced your online shopping most?,High School,Gulf Breeze High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Gulf Breeze High School,None,0,0.0
What social platform has influenced your online shopping most?,High School,Essex Technical High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Essex Technical High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,High School,Essex Technical High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Essex Technical High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Essex Technical High School,None,0,0.0
What social platform has influenced your online shopping most?,High School,Pinnacle High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,High School,Pinnacle High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,High School,Pinnacle High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,High School,Pinnacle High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,High School,Pinnacle High School,None,0,0.0
What social platform has influenced your online shopping most?,Education Level,High School,Facebook,29,0.105
What social platform has influenced your online shopping most?,Education Level,High School,Instagram,96,0.347
What social platform has influenced your online shopping most?,Education Level,High School,Snapchat,14,0.051
What social platform has influenced your online shopping most?,Education Level,High School,Twitter,32,0.116
What social platform has influenced your online shopping most?,Education Level,High School,None,106,0.383
